Numerator	Denominator	mmu Geiger adrenal gland	mmu Geiger brain cortex	mmu Geiger brain medulla	mmu Geiger brown fat	mmu Geiger cerebellum	mmu Geiger colon	mmu Geiger diaphragm	mmu Geiger duodenum	mmu Geiger embryonic tissue	mmu Geiger eye	mmu Geiger heart	mmu Geiger ileum	mmu Geiger jejunum	mmu Geiger kidney cortex	mmu Geiger kidney medulla	mmu Geiger liver	mmu Geiger lung	mmu Geiger midbrain	mmu Geiger muscle	mmu Geiger olfactory bulb	mmu Geiger ovary	mmu Geiger pancreas	mmu Geiger salivary gland	mmu Geiger spleen	mmu Geiger stomach	mmu Geiger thymus	mmu Geiger uterus	mmu Geiger white fat	mmu Geiger adrenal gland	mmu Geiger brain cortex	mmu Geiger brain medulla	mmu Geiger brown fat	mmu Geiger cerebellum	mmu Geiger colon	mmu Geiger diaphragm	mmu Geiger duodenum	mmu Geiger embryonic tissue	mmu Geiger eye	mmu Geiger heart	mmu Geiger ileum	mmu Geiger jejunum	mmu Geiger kidney cortex	mmu Geiger kidney medulla	mmu Geiger liver	mmu Geiger lung	mmu Geiger midbrain	mmu Geiger muscle	mmu Geiger olfactory bulb	mmu Geiger ovary	mmu Geiger pancreas	mmu Geiger salivary gland	mmu Geiger spleen	mmu Geiger stomach	mmu Geiger thymus	mmu Geiger uterus	mmu Geiger white fat	mmu Geiger adrenal gland	mmu Geiger brain cortex	mmu Geiger brain medulla	mmu Geiger brown fat	mmu Geiger cerebellum	mmu Geiger colon	mmu Geiger diaphragm	mmu Geiger duodenum	mmu Geiger embryonic tissue	mmu Geiger eye	mmu Geiger heart	mmu Geiger ileum	mmu Geiger jejunum	mmu Geiger kidney cortex	mmu Geiger kidney medulla	mmu Geiger liver	mmu Geiger lung	mmu Geiger midbrain	mmu Geiger muscle	mmu Geiger olfactory bulb	mmu Geiger ovary	mmu Geiger pancreas	mmu Geiger salivary gland	mmu Geiger spleen	mmu Geiger stomach	mmu Geiger thymus	mmu Geiger uterus	mmu Geiger white fat
-Development	-Nervous System	0.1429	0.1429	0.153	0.1098	0.1098	0.1112	0.1374	0.1375	0.1375	0.3142	0.3142	0.3177	0.383	0.3832	0.3832	0.1939	0.1939	0.211	1.353	1.353	1.355	0.1581	0.1581	0.1599	0.5282	0.5282	0.5548	0.5923	0.5948	0.5948	0.1877	0.1877	0.2004	0.1227	0.1227	0.1283	0.1451	0.1451	0.156	0.1828	0.1828	0.1909	0.1772	0.1772	0.18	0.2595	0.2632	0.2632	0.7485	0.7485	0.7543	0.07548	0.07548	0.07614	0.0622	0.06222	0.06222	0.2366	0.2366	0.2377	0.2108	0.2108	0.2473	0.09979	0.09979	0.1026	0.1564	0.1564	0.1617	0.08264	0.08264	0.1244	0.04766	0.04766	0.049	0.0503	0.0503	0.05634	0.0623	0.0623	0.07374	0.2968	0.2968	0.3136
-Environmental Adaptation	-Nervous System	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Human Diseases	-Nervous System	4.394	7.67	9.81	0.6244	0.81	0.9467	0.328	0.5962	0.6239	12.89	19.84	26.29	0.858	1.311	1.534	4.287	8.496	10.48	13.4	32.15	35.29	3.827	6.529	8.378	3.223	6.846	12.5	5.921	9.055	10.24	8.74	16.55	20.72	4.581	10.86	14.29	4.183	11.01	14.25	5.334	9.226	10.04	9.743	18.25	21.05	13.14	28.19	34.18	3.304	5.134	6.425	0.4907	0.7276	0.8117	9.497	15.32	17.27	0.4783	0.9662	1.027	6.747	9.636	15.68	10.3	22.64	26.71	4.402	7.872	13.17	1.1	1.711	2.979	4.783	9.59	12.21	1.216	2.405	3.391	3.828	5.651	8.171	5.974	9.757	11.26
-Cancers	-Nervous System	0.6959	1.4	3.036	0.06977	0.1663	0.1663	0.02295	0.07877	0.2989	1.57	7.673	18.55	0.1022	0.2335	0.5577	0.834	1.289	3.086	2.634	6.201	24.09	1.313	1.476	2.445	1.005	1.11	2.063	1.2	1.603	3.347	0.6544	4.263	14.84	1.151	1.775	4.027	0.9607	1.31	3.76	0.6363	2.345	5.408	0.7447	2.731	8.861	1.142	3.351	11.09	0.908	1.015	1.45	0.04207	0.0796	0.2086	1.103	1.315	5.755	0.03089	0.06817	0.3792	2.207	2.456	3.425	1.054	1.359	5.69	0.8794	1.119	2.128	0.1916	0.2414	0.3591	1.777	2.099	3.832	0.3237	0.3826	0.5392	1.713	1.821	2.304	2.777	3.089	5.559
-Immune System Diseases	-Nervous System	0.05325	2.999	4.306	0.005868	0.1785	0.2318	0.002036	0.05893	0.1071	0.05458	2.381	4.289	0.004003	0.1303	0.3186	0.1084	2.745	4.98	0.004621	2.876	6.021	0.04525	1.785	3.301	0.192	2.893	8.624	0.01034	1.453	2.67	0.008015	0.857	1.314	0.06764	4.742	7.872	0.0887	4.795	7.733	0.05578	1.653	2.825	0.05008	2.61	6.062	0.1811	8.389	14.44	0.02065	1.513	2.773	0.00353	0.1013	0.2001	0.007271	2.378	3.407	0.003055	0.1651	0.2504	0.04972	1.855	8.236	0.1005	8.009	12.48	0.1099	2.58	8.091	0.00283	0.5264	1.871	0.04588	3.027	5.634	0.007157	1.001	1.864	0.03383	1.38	4.002	0.03083	1.093	2.516
-Neurodegenerative Diseases	-Nervous System	2.488	2.691	4.347	0.4511	0.4542	0.4889	0.2129	0.2465	0.467	2.539	4.437	15.27	0.5191	0.5872	0.9122	1.565	1.81	3.634	6.484	6.913	24.8	1.513	1.675	2.66	1.116	1.648	2.661	3.725	3.838	5.608	2.94	3.217	13.79	1.455	1.676	3.947	1.574	1.806	4.291	2.408	2.58	5.661	5.994	6.229	12.4	7.84	8.671	16.68	1.704	1.817	2.283	0.3714	0.392	0.5215	7.474	7.568	12.01	0.321	0.36	0.6718	2.755	3.105	4.158	4.708	4.859	9.201	1.632	1.755	2.784	0.5093	0.5737	0.712	1.665	1.75	3.49	0.5699	0.6562	0.8298	1.373	1.491	1.985	2.135	2.357	4.881
-Cardiovascular Diseases	-Nervous System	0.00379	0.003816	0.003816	0.002832	0.002833	0.002833	0.0001161	0.0001162	0.0001162	0.01098	0.01102	0.01102	0.001409	0.00141	0.00141	0.1891	0.1913	0.1913	0.08457	0.08457	0.08457	0.0544	0.05479	0.05479	0.09017	0.09279	0.09279	0.2799	0.2816	0.2816	0.7972	0.7975	0.7975	0.1235	0.1248	0.1248	0.2273	0.2311	0.2311	0.008262	0.008309	0.008309	0.0063	0.006337	0.006337	0.163	0.1679	0.1679	0.01684	0.01708	0.01708	0.0001415	0.0001415	0.0001415	0.01143	0.01143	0.01143	0.0004295	0.0004301	0.0004301	0.01232	0.01262	0.01262	0.011	0.01102	0.01102	0.1317	0.1332	0.1332	0.002647	0.00274	0.00274	0.01901	0.01908	0.01908	0.01193	0.01222	0.01222	0.006406	0.006453	0.006453	0.02337	0.02391	0.02391
-Metabolic Diseases	-Nervous System	0.01858	0.01871	0.01871	0.007472	0.007473	0.007473	0.00475	0.004754	0.004754	0.0007149	0.0007179	0.0007179	0.01283	0.01284	0.01284	0.01564	0.01583	0.01583	0.001306	0.001306	0.001306	0.01596	0.01607	0.01607	0.008871	0.009129	0.009129	0.03587	0.0361	0.0361	0.01158	0.01158	0.01158	0.02161	0.02183	0.02183	0.01395	0.01418	0.01418	0.007623	0.007666	0.007666	0.0101	0.01016	0.01016	0.01178	0.01214	0.01214	0.001648	0.001671	0.001671	0.002339	0.00234	0.00234	0.001942	0.001943	0.001943	0.006395	0.006404	0.006404	0.009158	0.009383	0.009383	0.1839	0.1843	0.1843	0.03515	0.03556	0.03556	0.000642	0.0006647	0.0006647	0.006688	0.006711	0.006711	0.002652	0.002717	0.002717	0.000816	0.000822	0.000822	0.005923	0.006059	0.006059
-Infectious Diseases	-Nervous System	0.4198	0.4297	0.4995	0.04713	0.04847	0.09698	0.02826	0.02916	0.04897	0.7094	0.716	0.8305	0.08445	0.08808	0.1793	1.088	1.113	1.306	0.5985	0.5988	0.8251	0.7131	0.7174	0.8702	0.6436	0.6912	1.329	0.2451	0.2539	0.3311	0.7119	0.7137	0.733	1.105	1.125	1.26	0.9284	0.9568	1.179	0.4875	0.496	0.5798	0.9325	0.9412	1.066	1.497	1.547	1.79	0.4272	0.4419	0.6314	0.03212	0.03421	0.05609	0.6868	0.6871	0.7405	0.07616	0.07767	0.1117	1.391	1.449	1.562	3.931	3.941	3.971	1.359	1.366	1.393	0.2356	0.2792	0.3434	0.939	0.9438	0.9572	0.2112	0.2238	0.2994	0.5763	0.5878	0.6238	0.6456	0.6836	0.7434
Not Mapped	-Nervous System	67.89	68.36	68.36	11.75	11.75	11.75	6.25	6.255	6.255	156.9	157.6	157.6	18.86	18.87	18.87	111.3	112.6	112.6	244.9	244.9	244.9	97.98	98.68	98.68	88.51	91.07	91.07	70.05	70.49	70.49	84.88	84.92	84.92	114.1	115.3	115.3	108.1	109.9	109.9	108.2	108.8	108.8	130.4	131.2	131.2	230.7	237.6	237.6	81.9	83.03	83.03	5.897	5.898	5.898	160.8	160.9	160.9	11.04	11.05	11.05	121.9	124.9	124.9	156.4	156.7	156.7	103.7	104.9	104.9	25.69	26.59	26.59	67.88	68.12	68.12	27.31	27.98	27.98	65.15	65.63	65.63	113.1	115.7	115.7
-Not Mapped	-Nervous System	67.89	68.36	68.36	11.75	11.75	11.75	6.25	6.255	6.255	156.9	157.6	157.6	18.86	18.87	18.87	111.3	112.6	112.6	244.9	244.9	244.9	97.98	98.68	98.68	88.51	91.07	91.07	70.05	70.49	70.49	84.88	84.92	84.92	114.1	115.3	115.3	108.1	109.9	109.9	108.2	108.8	108.8	130.4	131.2	131.2	230.7	237.6	237.6	81.9	83.03	83.03	5.897	5.898	5.898	160.8	160.9	160.9	11.04	11.05	11.05	121.9	124.9	124.9	156.4	156.7	156.7	103.7	104.9	104.9	25.69	26.59	26.59	67.88	68.12	68.12	27.31	27.98	27.98	65.15	65.63	65.63	113.1	115.7	115.7
TOTAL	-Sensory System	95960	95960	97620	170800	170800	170800	27360	27360	27360	220100	220100	220100	20720	20720	21850	433.5	433.5	433.5	37810	37810	118100	4486	4486	4486	1067000	1067000	1067000	400	400	499.2	147400	147400	147400	2269	2269	2269	1774	1774	1774	362100	362100	362100	164200	164200	164200	143400	143400	143400	137700	137700	137700	201700	201700	201700	103200	103200	105400	34950	34950	34950	272600	272600	272600	210400	210400	210400	45010	45010	45010	248400	248400	248400	47280	47280	47280	13670	13670	13670	23860	23860	23860	121300	121300	121300
MAPPED	-Sensory System	84080	84080	85530	135200	135200	135200	22870	22870	22870	190800	190800	190800	16530	16530	17430	351.6	351.6	351.6	34000	34000	106200	3598	3598	3598	872200	872200	872200	361.4	361.4	451	135100	135100	135100	1844	1844	1844	1441	1441	1441	296800	296800	296800	140400	140400	140400	125900	125900	125900	111200	111200	111200	168200	168200	168200	92530	92530	94490	28020	28020	28020	222200	222200	222200	180300	180300	180300	37450	37450	37450	209600	209600	209600	39270	39270	39270	11390	11390	11390	19160	19160	19160	102200	102200	102200
Genetic Information Processing	-Sensory System	21160	21800	23550	27130	28490	32270	3564	3788	3976	22460	23210	24740	3018	3313	3611	95.21	99.1	104.2	1943	2023	6024	1068	1103	1186	394700	402400	428100	31.57	33.97	39.06	8620	8944	9078	505.7	540.8	565.3	429.7	453.4	469.7	51750	53080	55870	24710	25500	27680	23320	24200	25670	18120	19060	20790	32080	34680	39210	4824	4988	5166	5198	5414	6170	62630	66040	71570	96650	99800	106800	12000	12340	13330	48900	49900	53610	8804	9475	10170	3524	3614	3918	5974	6254	6644	14580	15630	20080
-Transcription	-Sensory System	1208	1212	1243	2245	2247	2263	221.2	221.4	223.8	735.3	736.2	757.5	258.2	258.7	278.7	7.375	7.381	7.527	77.48	81.01	242.4	78.26	78.29	79.67	43600	43660	45060	2.19	2.237	2.739	871.1	871.2	874.2	25.33	25.38	25.87	22.3	22.35	23.02	3189	3194	3245	1463	1464	1486	717.7	719.1	736.2	1352	1353	1417	2707	2711	2725	147.9	151.1	152.4	434.6	434.9	440.6	6176	6184	6233	1508	1510	1531	549	549.3	555.3	5035	5040	5119	635.7	636.4	644.6	437.7	438	444.5	718	718.5	726.1	765.4	765.9	779.2
-Translation	-Sensory System	5164	5248	5329	7947	8071	8095	994.3	1004	1007	8252	8290	8314	788.1	804	841.7	34.46	34.78	34.95	633	638.9	1988	434.6	437.2	439.2	152700	154700	156200	9.224	9.438	11.72	2518	2527	2532	202.5	203.7	204.3	173.8	175.2	176	16390	16520	16590	6319	6351	6380	10440	10470	10490	4727	4793	4858	8680	8794	8822	1891	1904	1941	1695	1712	1719	18410	18770	18860	64980	65040	65060	5389	5418	5424	14500	14950	15040	3526	3533	3542	1079	1121	1128	2273	2318	2329	4902	4966	4983
-Folding, Sorting and Degradation	-Sensory System	13370	14000	15610	14720	15940	19460	2120	2274	2476	11990	12930	14100	1690	1911	2180	47.2	48.04	54.31	996	1127	3403	487.4	525.6	590.7	141600	148600	175400	15.54	18.4	20	4717	5036	5129	249.4	253	281.1	202	204.9	222.5	27840	28530	31630	14850	15040	17490	11030	11480	12980	9897	11050	12620	17740	20190	24840	2262	2454	2606	2724	2889	3618	30950	34200	41100	27280	29830	36630	5081	5383	6231	22430	23090	27100	3780	4215	4819	1421	1534	1844	2294	2473	2985	7764	8886	13270
-DNA Maintenance	-Sensory System	1121	1433	1831	2106	2265	2807	225.3	246.2	277.7	1086	1555	1855	196.9	275.1	302.5	5.323	7.204	8.417	140.2	219	589.3	49.61	70.99	80.97	37790	55980	60840	2.775	4.01	4.706	423	536.5	594.5	27.15	43.98	55.73	27.2	40.69	50.18	3261	4352	4883	1233	2231	2585	814.3	1365	1860	1385	2082	2315	2144	3121	3381	368	446.6	585.4	307.3	368	448.8	3655	7197	7996	2387	3473	4688	541.6	1126	1340	4043	6720	7252	640.9	1090	1429	414.1	553.4	615.5	474.7	781	820.8	719.1	1062	1221
-RNA Family	-Sensory System	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Sensory System	5333	5425	5460	9339	9342	9420	1375	1377	1439	6987	6988	7162	1128	1160	1208	21.84	21.84	22.39	1476	1483	4641	177.5	177.6	182.2	43880	43920	45250	14.03	14.18	18.01	6356	6358	6409	132.8	133	137.3	111	111.1	115.4	14480	14530	15060	5427	5460	5610	3273	3274	3346	7123	7148	7376	10510	10570	10850	2381	2394	2451	2328	2329	2389	11700	11720	12140	4760	4794	4860	1469	1471	1514	11720	11820	12080	2156	2156	2217	757.1	757.2	780.1	815.2	815.7	850.9	4469	4470	4595
-Signal Transduction	-Sensory System	2460	2503	2537	8839	8839	8839	1216	1216	1255	5984	5985	6019	945.1	960.2	996.6	14.14	14.14	14.26	1408	1408	4405	121	121	121.9	35440	35440	35890	12.59	12.59	15.78	5910	5910	5927	79.64	79.67	80.46	68.04	68.07	68.54	11790	11790	11840	4550	4550	4583	2629	2629	2656	4419	4419	4444	9644	9644	9754	1952	1952	1999	2060	2060	2100	8128	8128	8230	3138	3138	3172	1267	1267	1276	8696	8696	8807	1358	1358	1373	606.6	606.6	617.8	551	551	563.5	3185	3185	3226
-Signaling Molecules and Interaction	-Sensory System	2873	2907	2956	500.3	502.9	581.3	159.7	161.4	184.3	1002	1003	1144	182.6	191.9	211	7.701	7.703	8.124	68.05	74.84	236.2	56.53	56.56	60.31	8435	8474	9359	1.445	1.591	2.233	446.3	447.2	481.8	53.19	53.25	56.91	42.98	43.04	46.86	2692	2720	3221	876.9	879.5	1027	643.8	645.1	690.3	2704	2705	2923	862.3	926.4	1094	429.7	438.8	452.1	267.8	268.1	288.8	3566	3592	3908	1622	1623	1688	201.6	202	237.8	3025	3029	3275	797.7	798.1	843.7	150.5	150.6	162.3	264.3	264.6	287.4	1283	1285	1369
Cellular Processes	-Sensory System	6845	6965	7204	29080	29090	29120	3861	3868	4050	12630	12970	14990	3088	3186	3258	45.45	45.84	47.59	7739	7749	24200	490.6	491.8	504.3	91620	92000	94930	179.5	179.7	224.2	9704	9732	11310	183.7	185.5	197.3	167.7	168.8	179.9	26270	26810	29270	12920	13070	14400	7328	7390	8271	13020	13060	13390	35580	35650	36500	33640	33660	34370	4773	4788	5005	25820	25880	26630	7680	7725	8630	3651	3670	3779	26330	26430	26790	5068	5080	5332	1563	1568	1592	2287	2291	2349	9676	9703	10210
-Crystallins	-Sensory System	202.6	202.6	206.1	729.5	729.5	729.5	62.75	62.75	62.75	129.5	129.5	129.5	35.51	35.51	37.44	0.4448	0.4448	0.4448	459.4	459.4	1435	3.441	3.441	3.441	624	624	624	145.2	145.2	181.2	4317	4317	4317	2.884	2.884	2.884	1.053	1.053	1.053	268.5	268.5	268.5	990.1	990.1	990.1	87.77	87.77	87.77	680.8	680.8	680.8	916.2	916.2	916.2	473.9	473.9	484	60.89	60.89	60.89	256.7	256.7	256.7	145.6	145.6	145.6	37.29	37.29	37.29	116.6	116.6	116.6	828.6	828.6	828.6	13.63	13.63	13.63	32.38	32.38	32.38	265.7	265.7	265.7
-Stress Response	-Sensory System	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Vesicular Transport	-Sensory System	2315	2355	2385	5948	5948	5978	818	823.5	847.1	5169	5277	5482	663.6	689.5	700.6	9.149	9.529	9.959	312.7	319.4	997.8	71.52	72.73	76.43	16160	16360	17270	4.925	5.071	6.334	1415	1441	1490	52.99	54.7	58.05	47.62	48.66	52.31	12840	13360	13970	6003	6152	6367	4019	4065	4377	3258	3297	3495	7059	7077	7244	502.3	515.1	526.1	1224	1235	1257	7757	7805	8167	1924	1965	2033	916.9	932.7	969.8	6729	6835	7064	920.2	928.6	975.9	409.7	412.4	425.2	466.5	470	494.5	3883	3906	4004
-Cytoskeleton	-Sensory System	2108	2108	2145	12370	12370	12370	2122	2124	2125	3566	3567	3909	1515	1516	1599	24.18	24.18	24.19	2913	2913	9098	214.6	214.6	214.7	52550	52590	52650	19.19	19.19	23.95	2012	2012	2012	79.47	79.49	79.53	81.14	81.16	81.21	7564	7565	7568	3617	3618	3619	1922	1922	1924	5033	5034	5038	18340	18340	18350	14970	14970	15290	2382	2382	2384	11500	11500	11520	4389	4389	4390	1712	1712	1713	13490	13500	13550	2504	2504	2504	833.6	833.7	835.7	1231	1231	1232	3443	3443	3447
-Cell Motility	-Sensory System	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Sensory System	1733	1767	2021	9297	9299	9299	758.2	758.7	916.5	2486	2513	4530	773.1	815.2	845.1	7.66	7.679	8.986	177	179.6	557	87.31	87.43	96.14	16320	16420	18510	4.729	4.785	5.912	857.2	858.5	2387	31.89	32.03	40.38	23.54	23.61	31.08	3613	3648	5484	1779	1784	2898	895.6	910.1	1481	2153	2155	2293	8483	8484	9217	185.1	189.4	484.1	964.2	967.1	1163	3609	3617	4013	928.4	932.3	1769	380.5	381.7	455.7	2668	2672	2846	550.8	553.2	759.3	229.6	229.9	242.7	376.7	377.2	411.9	1430	1435	1844
-Cell Communication	-Sensory System	487.2	487.3	495.6	738.5	738.5	738.7	99.11	99.11	99.21	1279	1279	1280	99.96	99.97	105.4	4.019	4.019	4.019	3877	3877	12110	113.6	113.6	113.7	5938	5938	5971	5.382	5.387	6.716	1103	1103	1104	16.51	16.51	16.51	14.35	14.35	14.36	1984	1984	1987	527.1	527.1	527.9	402.6	402.6	402.9	1892	1892	1926	781.5	781.5	783.5	17510	17510	17880	141.7	141.7	141.7	2686	2686	2691	292.7	292.7	292.7	604.7	604.7	604.7	3265	3265	3358	264.2	264.2	264.3	76.94	76.94	76.96	179.2	179.2	179.5	654.5	654.5	655.2
Metabolism	-Sensory System	32410	33470	34770	47510	48880	52260	8871	9062	9292	116300	118100	118300	6451	6889	7186	141.4	144.4	148.1	13710	13860	43270	962	1030	1056	159300	172700	194800	80.17	82.62	103.9	46270	46660	46880	770.1	784	799.2	526.2	535.1	546.2	170600	172700	174000	75450	76480	77950	78090	79000	79830	27210	28680	30170	54260	56850	61440	22750	22920	23550	11370	11560	12280	57280	63830	67730	39650	47520	49290	10490	11270	11580	38440	40180	43350	11630	12280	12460	2511	2685	2957	3375	3891	4106	36710	41060	42250
-Membrane Transport	-Sensory System	3.447	435.4	436.7	5.551	65.14	66.13	1.653	88.23	89.94	29.32	757.7	761.7	0.323	34.95	35.09	0.05167	0.781	0.7931	1.282	88.01	274.3	0.1962	10.98	11.15	51.06	7621	7684	0.03774	0.6361	0.7894	2.152	131	131.4	0.5556	3.711	4.208	0.3211	2.983	3.253	34.39	589.2	613.7	4.726	237.1	239.3	18.99	480	490.1	1.733	1112	1117	2.023	139.3	140.8	1.278	94.44	96.29	1.598	33.74	34.26	26.77	6098	6126	0.723	216.9	220	4.51	256.5	257.9	20.65	849.6	855.4	1.69	61.46	62.6	1.313	123.2	123.2	1.765	370.3	371	7.296	4256	4258
-Central Carbon Metabolism	-Sensory System	12970	13060	13280	13830	13900	13910	3335	3342	3355	35900	35980	36050	2323	2337	2464	44.46	44.92	46.71	4225	4254	13200	266.5	268	269.5	62510	62730	63290	34.55	34.65	43.2	9686	9732	9800	242.6	244.8	247.4	185.3	187.4	189.5	46670	47130	49180	21290	21480	22420	18530	18930	19750	6352	6385	6441	18250	18290	18340	9197	9210	9406	4868	4886	4905	20060	20140	20300	6924	7035	7127	3700	3713	3736	14760	14820	14950	2555	2580	2613	973.2	976.1	981.5	1025	1028	1036	11410	11490	11570
-Energy Metabolism	-Sensory System	3984	4372	4491	17720	19950	20250	2254	2340	2380	31690	32240	33370	1694	1841	1870	26.57	28.58	28.91	4150	4788	14950	157.7	172.4	173.9	22810	23740	23970	13.47	14.5	18.09	22870	23820	24340	136.6	142.4	144.7	90.82	96.9	97.96	42870	44620	45640	21640	23130	23500	7342	7937	8100	2225	2486	2533	18900	19980	20190	2426	2534	2588	2675	2712	2736	7270	7894	7994	8919	9228	9287	2133	2287	2305	4190	4353	4425	3868	4019	4057	371	385.1	389.9	768.2	827.9	835.7	4505	4735	4786
-Biosynthesis	-Sensory System	9803	11960	12360	10150	10870	11030	2142	2429	2467	37860	40570	42050	1742	1834	1961	39.04	54.98	58.58	3993	4190	13260	392	426.3	430.9	51050	52280	53290	25.24	26.76	33.4	9911	10700	10990	296.2	301.8	307.7	188.9	192.2	195.1	60100	63240	64710	23160	24780	24920	41120	43520	45100	14360	15650	15790	11670	12730	12880	9540	10350	10580	2809	2962	3010	21130	23430	23860	16450	16740	16850	3419	3697	3747	12500	15400	15610	3191	3836	3898	781.1	917.9	937.9	1020	1119	1141	11280	17760	18030
-Other Enzymes	-Sensory System	2761	4939	6640	2442	6587	9345	694.8	1085	1320	6155	8492	10710	413.4	798.8	1028	9.601	17.14	33.13	390.4	1259	3443	85.27	163.8	208	19760	27590	49220	4.162	6.478	9.767	1714	2581	3526	67.85	95.46	109.2	43.48	57.13	73.31	13280	16710	19890	5164	8098	9854	6076	8573	10160	2572	3885	5524	2949	7523	11160	566.4	930.2	1601	761.2	1120	1729	5361	9233	11720	6183	14240	16260	704.4	1423	1800	3587	7638	10300	1128	1922	2492	218.2	409.2	654.7	381.6	617.2	820.3	2587	3944	10120
Organismal Systems	-Sensory System	14490	14500	14750	14530	14540	14540	4254	4255	4256	25180	25180	25190	2045	2045	2156	31.96	31.98	31.99	8451	8452	26400	722.1	722.2	722.4	126500	126700	126800	48.34	48.34	60.08	60720	60720	60720	156.4	156.5	156.6	134.8	134.9	135	23170	23180	23210	15420	15420	15420	9313	9316	9321	40790	40800	40800	23770	23770	23770	27550	27550	28140	2698	2699	2700	49000	49030	49060	15470	15470	15480	7827	7828	7830	76130	76190	76250	9075	9075	9076	2366	2367	2369	5421	5422	5423	29480	29480	29480
-Immune System	-Sensory System	724.1	726.4	738.6	1308	1312	1312	128	128	128.1	936.2	937.1	937.9	129.3	129.4	136.3	2.955	2.969	2.972	103.4	103.4	323.1	24.82	24.85	24.88	5849	5937	5963	1.655	1.656	2.067	797.8	799.6	799.7	16.74	16.76	16.79	15.08	15.12	15.14	2487	2491	2494	1412	1412	1413	550.5	550.8	551.6	3106	3111	3115	891.7	895.5	897.3	111.3	111.3	113.6	119.6	120.5	120.6	2702	2719	2723	382.2	382.8	383.1	181.5	182	182	2875	2942	2943	302	302.2	302.5	166	166.6	166.7	478.7	479.6	479.6	1193	1197	1197
-Endocrine System	-Sensory System	4948	4948	5034	2433	2433	2433	249.5	249.5	249.5	12480	12480	12480	247.1	247.1	260.5	2.321	2.321	2.322	922.3	922.3	2881	33.07	33.07	33.07	9318	9318	9331	14.62	14.62	18.24	5847	5847	5847	54.23	54.23	54.26	61.2	61.2	61.23	4272	4272	4272	2886	2886	2886	5516	5516	5516	1869	1869	1869	3464	3464	3464	1148	1148	1172	314.4	314.4	314.5	5796	5796	5797	1639	1639	1640	414.2	414.2	414.4	1361	1361	1365	1471	1471	1471	388.9	388.9	389.1	760.3	760.3	760.4	11130	11130	11130
-Circulatory System	-Sensory System	8475	8475	8621	6789	6789	6789	3018	3018	3018	11410	11410	11410	1326	1326	1398	24.08	24.08	24.08	7377	7377	23040	608.1	608.1	608.1	107400	107400	107400	29.85	29.85	37.25	53820	53820	53820	55.21	55.21	55.21	42.46	42.46	42.46	13940	13940	13940	10420	10420	10420	3016	3016	3016	35090	35090	35090	12570	12570	12570	26180	26180	26730	1412	1412	1412	39820	39820	39820	6288	6288	6288	5362	5362	5362	70070	70070	70070	7141	7141	7141	1705	1705	1705	4081	4081	4081	16830	16830	16830
-Digestive System	-Sensory System	93.34	94.77	95.52	160.1	160.3	160.8	18.21	18.4	19.77	43.02	45.53	46.93	9.925	10.06	10.5	0.1972	0.1981	0.2075	5.297	5.465	17.74	40.58	40.6	40.73	392.9	397	453.5	0.1826	0.186	0.235	29.05	29.15	29.42	22.49	22.54	22.58	10.05	10.07	10.14	1389	1393	1412	355.4	356.8	357.9	70.76	73.29	76.52	44.77	45.37	49.75	169.8	170	171.2	27.25	27.41	27.99	58.82	58.99	59.23	136.3	140.7	156.5	6205	6205	6208	27.31	27.46	28.58	161.8	163.1	164.8	19.39	19.43	20.2	8.565	8.588	8.621	6.29	6.386	6.477	49.36	49.6	50.12
