K01369	LgmN
K05024	CliC4
K05025	CliC5
K13304	Sgk3
K13305	NedD4l
K05003	KcnJ10
YHR143W	-
K12309	Glb1
K12302	Slc17a6
K12302	Slc17a7
K12302	Slc17a8
K12304	CanT1
K11658	Baz1b
K03072	-
K03071	-
K03070	-
K08968	-
K03076	-
K03075	-
K03074	-
K08964	ApiP
K11651	SmaRce1
K11652	ActL6b
K08967	Adi1
K08960	CsnK1e
K11655	Baz1a
K11656	ChrAc1
K08963	Mri1
K06648	-
Q562R8	Q562R8
Q562R6	Q562R6
Q562R7	Q562R7
Q562R4	Q562R4
Q562R5	Q562R5
K06647	-
K06130	LypLa2
Q562R0	Q562R0
Q562R1	ACTBL
B3KUD3	B3KUD3
Hsp12	-
K04865	CacNb4
K04864	CacNb3
K04862	CacNb1
K06257	Sdc1
K06257	Sdc2
K06257	Sdc3
K06257	Sdc4
K11434	PrmT1
F5H6T1	F5H6T1
K11437	PrmT6
K11430	Ezh1
K11430	Ezh2
K11431	SetD7
K11433	SetMar
K07511	EchS1
K07512	MecR
K07513	AcaA1
K11438	PrmT7
K07515	HadHa
K10745	RnaSeh2c
K10744	RnaSeh2b
K10747	Lig1
K10746	Exo1
K10740	Rpa3
K10743	RnaSeh2a
K10742	Dna2
K10749	GmnN
K01916	-
K01915	GluL
K01918	-
K01919	-
K07771	-
K07773	-
K01192	ManBa
K13108	SniP1
K01193	-
K13458	-
K01191	Man2c1
K10310	FbxO33
K13107	RbmX2
K04692	StaT3
K04693	Irf9
YAL047C	-
K05611	UchL1
K02930	Rpl4
K05613	Slc1a2
K02932	Rpl5
K02935	-
K02934	Rpl6
K02937	Rpl7
K05616	Slc1a5
K02939	-
K02938	Rpl8
K00207	DpyD
K00208	-
K04520	App
K01001	DpaGt1
K04523	UbqLn2
K04523	UbqLn3
K04523	UbqLn1
K04523	UbqLnl
K04523	UbqLn4
K04524	ApoE
K01006	-
K01007	-
K01008	SepHs2
K01008	SepHs1
K04529	ApbB1
K09588	-
K09585	Tmx3
K09584	PdiA6
K09587	-
K09586	Erp29
K09581	PdiA2
K09580	P4hB
K09583	PdiA5
K09582	PdiA4
K14442	DHX36
K14443	TOB1
K14443	TOB2
K08199	Slc22a2
K08197	-
K00700	Gbe1
K12404	Gga1
K12404	Gga3
K12404	Gga2
K12848	ZmaT2
K12849	PrpF38a
K12844	PrpF31
K12845	Nhp2l1
K12846	SnrNp27
K12847	Usp39
K12840	Rbm17
K12841	CheRp
K12842	Sr140
K12843	PrpF3
K03514	PapD7
K03515	Rev1
K03517	-
K03511	PolK
K03512	PolL
K12181	CopS8
K12180	CopS7b
K12180	CopS7a
K02209	Mcm5
K02208	Cdk8
K02208	Cdk19
K02207	Cdc34
K02207	Ube2r2
K02202	Cdk7
K02201	-
K13464	-
K13460	-
K13463	-
K13462	-
Wtm1	-
K07189	Ppp1r3d
K07189	Ppp1r3c
K07189	Ppp1r3b
K07189	Ppp1r3a
K07188	LipE
K07187	Irs4
K07187	Irs1
K07187	Irs2
K06585	ItgA9
SPCC613.04c	-
K06588	ItgB5
K07987	RaeT1e
K07987	RaeT1l
K07987	RaeT1g
K07986	UlbP2
K07986	UlbP3
K07986	UlbP1
K07985	MicB
K07985	MICA
K07984	Sh3Bp2
K08753	FabP4
K08752	FabP3
K08751	FabP2
K08750	FabP1
K06102	Cgn
K08756	FabP7
YGL028C	-
K08754	FabP5
K08759	ApoC3
K10914	-
K11359	-
K00138	-
K11351	NduFb11
K11350	BrpF3
K11353	NduFa13
K11352	NduFa12
Q6YL44	Q6YL44
K14328	Upf3b
K14328	Upf3a
K14323	CasC3
K14322	PaiP1
K14321	NupL2
K14320	AaaS
K14327	Upf2
K14326	Upf1
K14325	RnpS1
K14324	Sap18
b3203	-
K04069	-
K10000	-
K10001	-
K15184	AFF1
K15187	MLLT1
K15187	MLLT3
K15188	CCNT1
K15188	CCNT2
K15634	-
K15633	-
K13675	B3gAltl
K13676	GxyLt1
K13676	GxyLt2
K15985	PKIA
K09247	-
K09245	-
K09243	-
K09240	-
K09249	-
K02052	-
K08035	FoxA2
K02055	-
K02058	-
K03899	F8
K03099	Sos2
K03099	Sos1
K03094	Skp1
K03097	CsnK2a2
K03097	CsnK2a1
K08112	Gpc6
K03093	-
K03092	-
K06117	-
K06116	-
K06115	SptB
K06115	SptBn5
K06115	SptBn4
K06115	SptBn2
K06115	SptBn1
K06114	SptA1
K06114	SptAn1
K06112	MagI3
K06111	ExoC4
K06110	ExoC3
K06119	-
K06118	-
Q562P8	Q562P8
Q562P9	Q562P9
K12183	Tsg101
K12182	Hgs
K12185	Vps37d
K12185	Vps37c
K12185	Vps37b
K12185	Vps37a
K12184	Vps28
K12187	-
K12186	Fam125a
K12186	Fam125b
K12189	Vps25
K12188	Snf8
K05864	PpiD
K05865	TnnC1
K08543	Nr2C1
b0329	-
A8K3K1	A8K3K1
YLR040C	-
K04846	Scn2b
K11984	SarT1
K11986	Usp3
K11981	Rnf41
K11982	Rnf126
K11982	Rnf115
K10583	Ube2s
K10582	Ube2q1
K10582	Ube2q2
K10582	Ube2ql1
K10581	Ube2o
K10580	Ube2nl
K10580	Ube2n
K10587	Ube3a
K10586	BirC6
K10585	Ube2z
K10589	Ube3c
K10588	Ube3b
K07573	ExoSc1
K11188	PrdX6
K11187	PrdX5
K11182	Abp1
K10761	Thg1l
K10760	-
K01938	-
K01939	AdsSl1
K01939	AdsS
K01934	MthFs
K01935	-
K01937	CtpS
K01937	CtpS2
K01930	FpgS
K01933	-
K07798	-
K07796	-
K13116	Ddx41
B4DW52	B4DW52
K01166	-
K04405	EcsIt
K04404	Tab2
K01246	-
K01247	-
K01244	-
K01245	AdpRh
K01243	-
K01240	-
K01241	-
K09037	MafK
K09037	MafF
K09037	MafG
K09036	MafB
K09030	FosL2
K09032	Atf3
K02919	-
K02918	Rpl35
K08208	Slc22a12
K02913	-
K02912	Rpl32
K02911	-
K02910	Rpl31
K02917	Rpl35a
K02916	-
K02915	Rpl34
K02914	-
K00228	CpoX
K00227	Sc5Dl
K00226	-
K00225	-
K00224	-
K00223	-
K00222	Tm7Sf2
K04548	GngT1
K01069	HagH
K01069	HagHl
K08099	-
K04542	Gng5
K04543	Gng7
K01792	-
K01061	CmbL
K04546	Gng11
K01067	AcoT12
K01796	AmaCr
K04545	Gng10
K14462	APOB
SPBC2G505	-
K02269	-
K02268	Cox6c
K02261	Cox2
K02260	Cox17
K02263	Cox4i2
K02263	Cox4i1
K02262	Cox3
K02265	Cox5b
K02264	Cox5a
K02267	Cox6b1
K02267	Cox6b2
K02266	Cox6a1
K02266	Cox6a2
K03797	-
F6QUT6	F6QUT6
K03798	-
K13119	Fam50b
K13119	Fam50a
K13118	DgcR14
K13449	-
K13448	-
K13447	-
K13114	Pnn
K13117	Dhx35
K13444	SumF1
K13443	Npc2
K13110	MfaP1
K13113	Ubl5
K13112	ThrAp3
K03136	Gtf2e1
K03137	Gtf2e2
K03134	Taf10
K03135	Taf11
K03132	Taf7
K03132	Taf7l
K03133	Taf9b
K03133	Taf9
K03130	Taf5
K03130	Taf5l
K03131	Taf6
K03131	Taf6l
K03138	Gtf2f1
K03139	Gtf2f2
K06569	Mfi2
K06566	IfiTm3
K06566	IfiTm2
K06566	IfiTm1
K06566	IfiTm5
K06564	Igf2r
K06562	LamP3
K06560	Pla2r1
K06560	Mrc1
K06560	Mrc2
K07969	B4gAlt4
K07964	HpsE
K07966	B4gAlt1
K07963	TriM23
K10973	-
YDR201W	-
K10971	-
K10976	Ero1lb
K09864	Aqp1
K11373	IkbKap
K11372	-
K11377	-
K11376	-
K11375	Elp4
K11374	Elp2
P61158	ARP3
K11379	-
K10396	Kif5a
K10396	Kif5b
K10396	Kif5c
K10394	Kif17
K10394	Kif3b
K10394	Kif3c
K10394	Kif3a
K10395	Kif7
K10395	Kif27
K10395	Kif4b
K10395	Kif4a
K10395	Kif21a
K10395	Kif21b
K10392	Kif16b
K10392	Kif1a
K10392	Kif1b
K10392	Kif1c
K10392	Kif14
K10392	Kif13a
K10392	Kif13b
K10393	Kif24
K10393	Kif2a
K10393	Kif2c
K10393	Kif2b
K10398	Kif11
K04047	-
K04044	-
K04043	HspA9
K04042	-
K04040	-
K10028	Ddt
K10029	PpbP
K15618	BCL6
K15613	MEIS1
K15614	SIX1
K15615	SIX4
K15617	LDB1
K13616	AadAc
K13617	PpmE1
K13619	DdhD1
K05799	-
K01477	AllC
K01476	Arg1
K01476	Arg2
K09262	Mef2d
K09264	-
K09268	Sox11
K09268	Sox12
K09268	Sox4
K08010	Ncf2
K08013	SipA1
K02078	-
K08018	RapGef2
K02071	-
K02073	-
F8W057	F8W057
K04445	Rps6ka4
K04445	Rps6ka5
K14704	SLC26A6
K06831	LgaLs3
K06171	NcsTn
K09653	C1gAlt1c1
K09652	RhbDd2
K09655	B4gAlnt2
Q562V5	Q562V5
K09659	Dpm3
K06178	-
Q96LK1	Q96LK1
K10449	KlhL11
K11968	AriH1
K10447	KlhL13
K10447	KlhL9
K11967	AnkIb1
K06795	BcaN
K06797	Cdh4
K10569	NeiL3
K10568	NeiL2
K06793	VcaN
K05289	GpaA1
K10563	-
K05286	PigB
K12700	-
K05632	ItcH
YGR282C	-
K05631	MagI1
K05637	LamA1
K05637	LamA2
K10703	PtpLa
K10703	PtpLb
K10704	Ube2v1
K10704	TmeM189
K10704	Ube2v2
K10706	SetX
K05635	LamC1
K05634	PrnP
K08656	Dpp9
K08657	TasP1
K08655	Dpp8
K08653	MbtPs1
K08658	Rce1
K00679	-
K00029	Me1
K00029	Me3
K00028	-
K00799	GstO2
K00799	GstO1
K00799	GstM4
K00799	GstT2
K00799	GstT1
K00799	GstA4
K00799	GstA5
K00799	GstM2
K00799	GstM3
K00799	GstZ1
K00799	GstM5
K00799	GstA2
K00799	GstA1
K00799	MgsT2
K00799	MgsT3
K00799	GstP1
K00799	MgsT1
K00799	GstM1
K00799	GstA3
K00798	MmaB
K00025	Mdh1
K00024	-
K00027	Me2
K00026	Mdh2
K00021	HmgCr
K00020	HibAdh
K00791	TriT1
K00790	-
K01268	-
K09013	-
SPAC4F8.13c	-
K01260	RnpEp
K01262	XpnPep1
K01262	XpnPep3
K01264	-
K01265	MetAp1
K01265	MetAp1d
K01265	MetAp2
K01267	DnpEp
K08220	FlvCr1
K08229	Slc43a2
K08228	Slc43a1
K00249	AcaDm
K01062	Pla2g7
K01062	PafAh2
K01062	PafAh1b1
K01062	PafAh1b3
K01062	PafAh1b2
K00240	-
K00242	-
K00245	-
K00244	-
K01793	GlcE
K15867	ARC
K15849	-
K04547	Gng13
YKL042W	-
YNL066W	-
K02798	-
K02793	-
K02795	-
K02796	-
K04564	Sod2
K04565	Sod1
K01046	LipC
K01046	LipG
K01046	LipF
K01047	Pla2g2a
K01047	Pla2g10
K01047	Pla2g12b
K01047	Pla2g12a
K01047	Pla2g6
K01047	Pla2g5
K01047	Pla2g2e
K01047	Pla2g2d
K01047	Pla2g1b
K01047	Pla2g2f
K01047	Pla2g4b
K01047	Pla2g4a
K01047	Pla2g4e
K01047	Pla2g3
K04560	Stx1a
K04563	-
K01049	AchE
K02535	-
K02537	Mad2l1
K02536	-
K02533	-
K02539	MCL1
K05218	P2rX4
K13137	StrAp
K13136	GemIn8
K13135	GemIn7
K13134	GemIn6
K13133	GemIn5
K13132	GemIn4
K13131	Ddx20
K13130	Sip1
K15010	HOMER1
K15010	HOMER3
K15010	HOMER2
K13139	IntS2
K13138	IntS1
K13429	-
K13428	-
K01014	SulT1a4
K01014	SulT1a1
K01014	SulT1a3
K01014	SulT1a2
K13423	-
K13422	-
K13424	-
K13426	-
AT1G22400	-
K03110	-
K03111	SsbP1
K03113	Eif1b
K03113	Eif1
K03115	CsnK2b
K03116	-
K03117	-
K08825	DyrK1a
K08825	DyrK3
K08825	DyrK2
K08825	DyrK1b
K08825	DyrK4
K08824	CdkL5
K08824	CdkL4
K08824	CdkL1
K08824	CdkL3
K08824	CdkL2
K08827	PrpF4b
K08821	Cdk14
K08821	Cdk15
K08820	Cdk18
K08820	Cdk16
K08820	Cdk17
K08823	Clk1
K08823	Clk2
K08823	Clk3
K08823	Clk4
K08822	Gsk3a
K06098	Tjp2
K06092	InaDl
K06093	ParD6g
K06093	ParD6b
K06093	ParD6a
K06091	Mpp5
K06096	VapA
K06097	Tjp3
K06094	LlgL2
K06094	LlgL1
K06095	MpdZ
K08796	BrsK2
K08796	BrsK1
K08794	CamK1
K08794	CamK1d
K08794	CamK1g
K08791	LatS2
K08791	LatS1
K16072	ERC1
K08799	MelK
K08798	MarK4
K08798	MarK1
K08798	MarK2
K08798	MarK3
K09840	-
K10959	-
K09842	-
K09843	-
K10955	Muc2
K10956	Sec61a1
K10956	Sec61a2
K10950	Ero1l
K10951	Slc12a2
K11398	-
K11394	ProDh2
K11397	-
K11393	MetT10d
K00498	Cyp11a1
K00490	CYP4F11
K00490	CYP4F22
K00490	Cyp4f2
K00490	Cyp4f3
K07947	Arl4c
YLR110C	-
K07944	Arl3
K07943	Arl2
K07942	Arl1
K07941	Arf6
K07940	Arf5
YLR390W-A	-
SPCC4B3.15	-
B7Z6I1	B7Z6I1
K10048	CebPb
K10046	-
K10047	-
K04799	Fen1
K04798	PfdN6
K04797	PfdN5
K04794	PtrH2
K13634	-
K02041	-
K05544	Dus3l
K05776	-
K05770	TspO
K05771	Nr3C1
K05015	ClcN6
R4GMT0	R4GMT0
K01457	-
K01456	NglY1
K01455	-
YGL093W	-
K09208	Klf13
K09208	Klf16
K09208	Klf9
K09208	Klf14
K09209	Klf11
K09209	Klf10
K09201	Yy1
K09201	Yy2
K12476	Ehd3
K14817	-
K08073	PnkP
K08070	-
K08071	Nqo2
K05516	-
K08074	AdpGk
K13090	Ilf3
K13091	Rbm39
K13092	Zc3H18
K13093	HtaTsf1
K13094	Rbm5
K13094	Rbm10
K13095	Sf1
K13096	SugP1
K13098	Fus
K13099	Cd2Bp2
Q53GH2	Q53GH2
K12948	SpcS3
K12947	SpcS2
K12946	SpcS1
K14721	POLR3E
K13899	Cst3
K00457	Hpd
K00106	Xdh
Q562T8	Q562T8
Q562T9	Q562T9
K00459	-
Q562T4	Q562T4
Q562T5	Q562T5
Q562T6	Q562T6
Q562T7	Q562T7
Q562T0	Q562T0
Q562T3	Q562T3
YDR106W	-
K04802	PcnA
SPBC19G7.05c	-
K12761	-
K12763	-
K12762	-
K12765	-
K12767	-
K12766	-
K07208	RheB
K11493	Rcc1
K11490	NcaPh2
K11491	NcaPd3
K11496	CenPb
K11497	CenPc1
K11495	CenPa
K07200	PrkAg1
K07200	PrkAg3
K07200	PrkAg2
K11498	CenPe
K07203	MtoR
K07204	RptOr
K07205	Eif4ebp1
K07206	Tsc1
K07207	Tsc2
K06712	Btn3a2
K06712	Btn3a3
K06712	Btn3a1
K06712	Btn1a1
K06712	BtnL9
K06712	BtnL8
K06712	ErmAp
K06712	Btn2a2
K06712	BtnL3
K06712	Btn2a1
K16206	-
K11255	NcoA2
K11256	NcoA3
K08670	St14
K08674	Fap
K08675	LonP1
K08678	Uxs1
K08679	-
K10543	-
K10542	-
K10540	-
K10549	-
K11236	-
K11237	-
K11232	-
K11233	-
K11230	-
K11238	-
K00006	Gpd1l
K00006	Gpd1
K00005	-
K00004	-
K00003	-
K00002	Akr1a1
K00001	-
K13111	Smu1
K04354	Ppp2r2d
K04354	Ppp2r2a
K04354	Ppp2r2c
K04354	Ppp2r2b
K00009	-
K00008	SorD
K10727	Cdt1
K10728	TopBp1
K08242	-
K08244	-
K08247	-
K08246	-
K08249	-
K08248	-
K00262	-
SPBC170905	-
K00260	-
K00266	-
K00265	-
K00264	-
YAL063C	-
K01202	GalC
K01203	Si
K01201	Gba
K01206	FucA1
K01206	FucA2
K01207	-
K01204	NagA
K01205	NagLu
K09646	ScpEp1
K01209	-
K09645	CpvL
K00915	-
K00914	Pik3c3
K00917	-
K00916	-
K00911	ItpKa
K00911	ITPKC
K00911	ItpKb
K00910	AdrBk1
K00910	AdrBk2
K00913	ItpK1
K00919	-
YNL225C	-
K04586	Pth2r
K02519	MtiF2
K02518	-
K02516	PrmT5
K02515	-
K02513	Hs2St1
K13403	MthFd2l
K13403	MthFd2
K13402	MthFd1l
K13155	SnrNp35
K13154	ZcrB1
K13157	RnpC3
K13159	HnrNpl
K13159	HnrPll
K13158	HnrNpa2b1
K08805	DclK1
K08805	DclK2
K08804	Stk17b
K08804	Stk17a
K08803	DapK3
K08803	DapK2
K08803	DapK1
K08802	SnrK
K08801	PasK
K03178	Uba1
K03172	TraF1
K03173	TraF2
K03171	TraDd
K03177	TruB1
K03174	TraF3
K03175	TraF6
K06522	Cd101
K06522	IgsF3
K06520	Cd99
K06521	SemA4a
K06521	SemA4c
K06521	SemA4d
K06521	SemA4f
K06521	SemA4g
K06527	VcaM1
K06525	ItgB4
K06528	LamP2
K06528	LamP1
K06529	SemA7a
K11436	PrmT3
K12574	-
K12575	-
K12577	-
K12571	Pan2
K12572	PAN3
K12573	-
K16059	STIM1
K16059	STIM2
K16055	-
K16054	-
K11001	PigY
K11000	-
K02985	Rps3
K08294	-
K02636	-
K08293	MapK15
K02983	Fau
K07921	Rab34
K04008	Cd59
K04001	SerPing1
K04007	Cd46
K04006	Cd55
K10067	SftPa1
K10063	AsgR1
K10631	TopOrs
K15129	MED8
YKL163W	-
P37802	TagLN2
K01137	Gns
K09192	Sp2
K09193	Sp3
K05758	ArpC2
K05759	Pfn1
K05759	Pfn2
K05759	Pfn3
K05759	Pfn4
K08588	Bap1
K05750	NckAp1l
K05750	NckAp1
K08583	CapNs1
K05752	C3oRf10
K05753	WasF1
K05754	ArpC5l
K05754	ArpC5
K05755	ArpC4
K05756	ArpC3
K05757	ArpC1b
K05757	ArpC1a
YPL255W	-
K01373	CtsF
K01439	-
K01438	-
K09220	IkzF5
K09220	IkzF4
K09220	IkzF1
K09220	IkzF3
K09220	IkzF2
K09222	ResT
K01431	Upb1
K01433	-
K01432	AfmId
K09228	Znf221
K09228	Znf81
K09228	Znf304
K09228	Znf302
K09228	Znf85
K09228	Znf84
K09228	Znf44
K09228	Znf669
K09228	Znf43
K09228	Znf37a
K09228	Znf286a
K09228	Znf180
K09228	Znf718
K09228	Znf157
K09228	Znf154
K09228	Znf155
K09228	Znf182
K09228	Znf860
K09228	Znf713
K09228	Znf324b
K09228	Znf544
K09228	Znf547
K09228	Znf546
K09228	Zfp30
K09228	Znf791
K09228	Znf543
K09228	Znf793
K09228	Znf460
K09228	Znf461
K09228	Znf549
K09228	Znf548
K09228	Zfp57
K09228	Znf275
K09228	Znf582
K09228	Znf568
K09228	Znf19
K09228	Znf777
K09228	Znf14
K09228	Znf17
K09228	Znf10
K09228	Znf12
K09228	Znf878
K09228	Znf141
K09228	Znf140
K09228	Znf709
K09228	Znf708
K09228	Znf383
K09228	Znf382
K09228	Znf563
K09228	Znf701
K09228	Znf700
K09228	Znf707
K09228	Zfp1
K09228	Znf135
K09228	Znf479
K09228	Znf571
K09228	Znf267
K09228	Znf786
K09228	Znf785
K09228	Znf577
K09228	Znf471
K09228	Znf470
K09228	Znf473
K09228	Znf772
K09228	Znf268
K09228	Zfp112
K09228	Zim2
K09228	Zim3
K09228	Znf688
K09228	Znf205
K09228	Znf682
K09228	Znf680
K09228	Zfp82
K09228	Znf684
K09228	Znf589
K09228	Znf677
K09228	Znf570
K09228	Znf675
K09228	Znf674
K09228	Znf440
K09228	Znf442
K09228	Znf782
K09228	Znf175
K09228	Znf177
K09228	Znf846
K09228	Znf273
K09228	Znf431
K09228	Znf91
K09228	Znf569
K09228	Znf93
K09228	Znf567
K09228	Znf566
K09228	Znf565
K09228	Znf564
K09228	Znf98
K09228	Znf773
K09228	Znf560
K09228	Znf699
K09228	Znf214
K09228	Znf195
K09228	Znf211
K09228	Znf212
K09228	Znf670
K09228	Znf667
K09228	Znf540
K09228	Znf79
K09228	Znf596
K09228	Znf597
K09228	Znf595
K09228	Znf264
K09228	Znf77
K09228	Znf74
K09228	Znf169
K09228	Znf606
K09228	Znf607
K09228	Znf454
K09228	Znf439
K09228	Znf160
K09228	Znf665
K09228	Znf519
K09228	Hkr1
K09228	Znf41
K09228	Znf765
K09228	Znf764
K09228	Znf510
K09228	Znf285
K09228	Znf282
K09228	Znf517
K09228	Znf763
K09228	Znf184
K09228	Znf45
K09228	Znf223
K09228	Znf224
K09228	Znf225
K09228	Znf226
K09228	Znf227
K09228	Znf229
K09228	Znf189
K09228	Znf823
K09228	Znf583
K09228	Znf689
K09228	Znf33b
K09228	Znf584
K09228	Znf587
K09228	Znf33a
K09228	RbaK
K09228	Znf829
K09228	Znf611
K09228	Znf610
K09228	Znf613
K09228	Znf615
K09228	Znf614
K09228	Znf616
K09228	Znf468
K09228	Znf816
K09228	Znf426
K09228	Zfp37
K09228	Znf350
K09228	Znf420
K09228	Znf790
K09228	Znf114
K09228	Znf506
K09228	Znf337
K09228	Znf334
K09228	Znf354a
K09228	Znf792
K09228	Znf354c
K09228	Znf331
K09228	Znf658
K09228	Znf235
K09228	Znf234
K09228	Znf233
K09228	Znf230
K09228	Znf124
K09228	Zfp92
K09228	Zfp90
K09228	Znf836
K09228	Znf705d
K09228	Znf705a
K09228	Znf3
K09228	Znf534
K09228	Znf746
K09228	Znf354b
K09228	Znf530
K09228	Znf624
K09228	Znf75a
K09228	Znf627
K09228	Znf620
K09228	Znf621
K09228	Znf799
K09228	Znf343
K09228	Znf434
K09228	Znf436
K09228	Znf347
K09228	Znf430
K09228	Znf433
K09228	Znf432
K09228	Znf429
K09228	Znf101
K09228	Znf100
K09228	Znf324
K09228	Znf248
K09228	Znf425
K09228	Znf320
K09228	Znf780b
K09228	Znf25
K09228	Znf26
K09228	Znf20
K09228	Znf418
K09228	Zfp28
K09228	Znf333
K09228	Znf736
K09228	Znf853
K09228	Znf480
K09228	Znf222
K09228	Znf528
K09228	Znf484
K09228	Znf486
K09228	Znf404
K09228	Znf132
K09228	Znf133
K09228	Zfp14
K09228	Znf136
K09228	Znf311
K09228	Znf550
K09228	Znf317
K09228	Znf251
K09228	Znf250
K09228	Znf253
K09228	Znf649
K09228	Znf254
K09228	Znf257
K09228	Znf256
K09228	Znf417
K09228	Znf34
K09228	Znf585b
K09228	Znf492
K09228	Znf30
K09228	Znf490
K09228	Znf813
K09228	Znf527
K09228	Znf284
K09228	Znf7
K09228	Znf57
K09228	Znf766
K09228	Znf671
K09228	Znf443
K09228	Znf8
K09228	Zik1
K09228	Znf556
K09228	Znf557
K09228	Znf554
K09228	Znf555
K09228	Znf552
K09228	Znf514
K09228	Znf419
K09228	Znf551
K09228	Znf300
K09228	Znf416
K09228	Znf415
K09228	Znf641
K09228	Znf642
K09228	Znf558
K09228	Znf559
K09229	Znf215
K09229	Znf445
K09229	Znf446
K09229	Znf192
K09229	Znf213
K09229	Znf500
K09229	Znf167
K09229	Znf263
K09229	Znf75d
K09229	ZksCan5
K09229	ZksCan1
K09229	Znf496
K09229	ZksCan3
K09229	ZksCan2
K09229	Znf18
K09229	ZksCan4
K09229	Znf287
K09229	Znf202
K09229	Znf394
K09229	Znf498
K01437	Acy3
K01437	AspA
K01436	Acy1
K08054	CanX
K08055	B2m
K05536	-
K08057	CalR
K08050	Ppp1r1a
K05531	-
K08052	Nf1
K05533	-
K05538	-
K08059	Ifi30
K14528	-
K14299	Seh1l
K14298	Rae1
K14297	Nup98
K14524	-
K14295	Nup50
K14526	-
K14521	NAT10
K14292	Tgs1
K14523	RPP38
K14522	-
K12965	Zbp1
K12968	AdaR
K08120	AspN
K06780	CadM3
K08121	FmoD
K06781	CadM1
K05402	TolLip
K05405	Il6
K02927	Uba52
K10570	ErcC8
K02160	-
K03341	SepSecs
K03347	Cul1
K05874	-
K03349	AnaPc2
K03348	AnaPc1
K05876	-
K12298	Cel
K05704	Src
K12297	-
K11926	-
K13181	Ddx27
K13216	Ppp1r8
K13217	PrpF39
YBR067C	-
K13215	NriP2
K13212	Luc7l2
K13213	MatR3
K13210	FubP3
K13210	KhsRp
K13210	FubP1
K13211	GcfC1
K13218	PtbP1
K13219	SfpQ
K12741	HnrNpa3
K12741	HnrNpa1
K12741	HnrNpa1l2
K12036	TriM72
K12031	TriM65
K12749	Myl3
K07263	-
K03761	-
Q9BYX7	ACTBM
K10523	SpoP
K10522	DiaBlo
K10525	-
K10524	C9oRf95
K10527	-
K10526	-
K10529	-
K10528	-
YLR212C	-
K15799	-
K11213	-
K11214	ShpK
K11215	-
K11216	-
K11217	Jak1
K11219	Tyk2
K00060	-
K00063	-
K00062	-
K00064	-
K00067	-
K00069	HpgD
K10293	FbxO7
K10292	FbxO5
K10290	FbxO3
K10297	FbxO11
K10295	FbxO9
K09058	Tef
K09053	Atf1
K09051	-
K09056	Dbp
K08269	Ulk2
K08269	Ulk3
K08269	Ulk1
K08267	RicTor
K08266	MlsT8
K00289	AldH1l2
K00289	AldH1l1
K00288	MthFd1
K00285	-
K00284	-
K00287	DhfR
K00286	PycR2
K00286	PycR1
K00286	PycRl
K00281	GldC
K00280	LoxL2
K00280	LoxL3
K00280	LoxL4
K14190	-
K14191	DimT1l
K01880	GarS
K01881	ParS2
K01883	CarS2
K01883	CarS
K01228	MogS
K01885	EarS2
K01886	QarS
K01887	RarS
K01887	RarS2
K01889	FarS2
K01889	FarSa
K01227	EngAse
K01223	-
K14990	SLC38A1
K00939	Ak2
K00939	Ak1
K00939	Ak7
K00939	Ak5
K00939	Ak4
A5A3E0	POTEF
K00937	-
K14553	UTP18
K00933	Ckm
K00933	CkmT2
K00933	CkmT1a
K00933	CkmT1b
K00933	Ckb
K00931	-
K00930	-
YER016W	-
K01089	-
K15821	-
K01080	PpaP2c
K01080	PpaP2b
K01080	PpaP2a
K01081	Nt5M
K01081	Nt5C
K01081	Nt5E
K01081	Nt5C1b
K01081	Nt5C1a
K01081	Nt5C3
K01081	Nt5C2
K01082	BpnT1
K01085	-
K01087	-
K05259	Gcg
K05254	GhrL
K02576	NdsT1
K13179	Ddx18
K13178	Ddx17
K13173	ArgLu1
K13172	SrrM2
K13171	SrrM1
K13170	SfrS18
K13177	Ddx1
K13176	ThoC7
K13175	ThoC6
K13174	ThoC5
K02437	GCSH
K08861	Plk2
K03155	TimEless
K08865	Pbk
K08864	Tlk1
K08864	Tlk2
K08867	Wnk2
K08867	Wnk3
K08867	Wnk1
K08867	Wnk4
K08866	Ttk
K08869	AdcK4
K08869	AdcK5
K08869	AdcK2
K08869	AdcK3
K08869	AdcK1
K03159	LtbR
K03628	-
K06508	Cd81
K06509	Cd82
K06058	Dtx3l
K06058	Dtx4
K06058	Dtx1
K06058	Dtx2
K06058	Dtx3
K06059	AdaM17
K06057	NumB
K06057	NumBl
K06053	RbpJ
K06053	RbpJl
K06503	TfrC
K09888	-
K09880	EnoPh1
K09881	Agk
K10751	ChaF1b
K07908	Rab15
K07903	Rab10
K07902	Rab8b
K07901	Rab8a
K07676	-
K07907	Rab12
K07906	Rab25
K07905	Rab11b
K07904	Rab11a
K10886	XrcC4
K10884	XrcC6
K10885	XrcC5
K10880	XrcC3
K10881	ShfM1
K10888	FanCa
Q53H79	Q53H79
YJL159W	-
K10088	Os9
K10089	M6pR
K10086	EdeM3
K10084	EdeM1
K10085	EdeM2
K10082	LmaN2
K10083	LmaN2l
K10080	LmaN1
K03013	PolR2e
K08909	-
K05732	GrlF1
K05733	Pak3
K05730	Vav1
K05730	Vav3
K05730	Vav2
K05731	TiaM1
K05731	TiaM2
K05881	-
K05734	Pak4
Q6FI97	Q6FI97
K05738	Myl1
K08903	-
K00546	HnmT
K00547	-
K00544	BhmT
K00545	ComT
K00542	GamT
K00540	CryZl1
K00540	Vat1
K00540	Akr7a3
K00540	SqrDl
K00540	HepH
