KO number	eco Lu	eco Arike 2012	sce Lu rich	sce Lu minimal	spo Marguerat proliferating	spo Marguerat quiescent	ath Castellana	dme Brunner 2007	syn Wegener
K02938	NaN	NaN	274236	208716	374427	39429	1212.884	1417.751	NaN
K02908	NaN	NaN	33763	30538	226003	62085	863.121	NaN	NaN
K02904	21711.37	10211	NaN	NaN	NaN	NaN	55.345	NaN	2038.352
K02905	NaN	NaN	NaN	27441	2508	NaN	54.056	2916.95	NaN
K02906	16983.19	6372	NaN	NaN	NaN	NaN	65.748	37.663	2476.549
K02907	8799.16	9535	NaN	NaN	NaN	NaN	4.338	155.822	NaN
K02901	NaN	NaN	549833	424961	215924	56674	1290.462	1615.976	NaN
K02902	9283.19	6490	NaN	NaN	NaN	NaN	NaN	59.632	1931.588
K02903	NaN	NaN	NaN	NaN	97296	49330	1208.207	NaN	NaN
K02874	5656.03	4987	NaN	NaN	NaN	NaN	6.843	23.552	541.529
K02875	NaN	NaN	431106	346141	83606	37408	1863.005	4557.827	NaN
K02876	6638.93	5748	NaN	NaN	NaN	NaN	81.72	44.047	1279.973
K02870	NaN	NaN	132145	83907	248939	51168	1332.874	2000.624	NaN
K02871	22513.86	8705	NaN	NaN	5591	NaN	66.723	56.694	1465.584
K02872	NaN	NaN	125067	104490	95171	9995	1017.249	1878.543	NaN
K02873	NaN	NaN	165620	153420	210858	47419	3538.89	3973.881	NaN
K02878	9058.83	8961	NaN	NaN	NaN	NaN	NaN	30.821	503.082
K02879	12696.08	5942	NaN	NaN	NaN	NaN	33.831	32.434	4366.068
K02919	NaN	0.0017	NaN	NaN	NaN	NaN	0.863	51.633	NaN
K02918	NaN	NaN	4636	118942	122472	36204	1903.588	9268.357	NaN
K02913	13631.11	4764	NaN	NaN	NaN	NaN	17.538	43.001	435.712
K02912	NaN	NaN	70128	66998	122847	19047	601.587	1696.178	NaN
K02911	NaN	3454	NaN	NaN	NaN	NaN	NaN	38.048	NaN
K02910	NaN	NaN	189035	191405	83276	41453	693.136	1794.034	NaN
K02917	NaN	NaN	102459	24828	39906	24812	877.27	1614.059	NaN
K02916	NaN	993	NaN	NaN	NaN	NaN	NaN	25.608	4879.1
K02915	NaN	NaN	131324	91492	157779	32567	739.947	851.523	NaN
K02863	14447.57	7826	NaN	NaN	NaN	NaN	NaN	44.509	3588.571
K02867	12449.73	6090	NaN	NaN	NaN	NaN	56.031	99.067	3276.419
K02866	NaN	NaN	266723	238533	91235	14699	1135.489	4798.783	NaN
K02865	NaN	NaN	185955	171445	223291	15325	681.188	2736.958	NaN
K02864	5903.05	7046	NaN	NaN	NaN	NaN	25.098	72.725	2268.586
K02868	NaN	NaN	259472	156787	109061	42729	826.564	992.276	NaN
K02898	NaN	NaN	276655	282336	13613	23256	1350.069	1601.889	NaN
K02899	NaN	3084	NaN	NaN	NaN	NaN	10.571	35.169	4553.912
K02896	NaN	NaN	278237	259005	45977	28274	3460.932	5000.292	NaN
K02897	21500.5	7264	NaN	NaN	NaN	NaN	90.658	NaN	516.382
K02894	NaN	NaN	188105	236982	195779	49374	334.164	3593.223	NaN
K02895	20543.12	8220	NaN	NaN	NaN	NaN	30.137	49.277	1653.3
K02892	37317.23	4118	NaN	NaN	NaN	NaN	NaN	73.622	6392.414
K02893	NaN	NaN	75828	66872	153330	17407	960.236	5000.019	NaN
K02890	22984.52	10215	NaN	NaN	NaN	NaN	NaN	34.011	2830.393
K02891	NaN	NaN	22983	71657	NaN	NaN	3445.652	2261.618	NaN
K02889	NaN	NaN	68864	44985	115063	38879	1638.008	2554.691	NaN
K02888	17757.45	5355	NaN	NaN	NaN	NaN	36.599	199.367	1240.527
K02885	NaN	NaN	254427	236185	71904	12192	2471.727	3077.06	NaN
K02884	17795.89	6574	NaN	NaN	NaN	NaN	NaN	226.544	2125.819
K02887	4998.25	5350	NaN	NaN	NaN	NaN	NaN	97.289	2280.01
K02886	15111.52	6203	NaN	NaN	NaN	NaN	NaN	96.756	1547.012
K02881	6671.48	4847	NaN	NaN	NaN	NaN	16.69	42.653	5306.505
K02880	NaN	NaN	172183	176831	111556	32500	669.257	1510.436	NaN
K02883	NaN	NaN	NaN	23895	28576	19703	1656.192	4782.811	NaN
K02882	NaN	NaN	134644	125160	238676	45719	1453.643	2881.484	NaN
K02967	13099.68	8587	NaN	NaN	4367	NaN	NaN	20.177	1227.04
sce_YMR116C	NaN	NaN	232029	197316	NaN	NaN	NaN	NaN	NaN
K02939	18725.37	7326	NaN	NaN	NaN	NaN	46.505	50.185	2890.532
K02988	28222.73	9260	NaN	NaN	2254	3381	40.434	NaN	2172.476
K02984	NaN	NaN	99952	89776	166185	54511	2286.09	4970.838	NaN
K02985	NaN	NaN	190926	225559	184602	61412	1790.447	3610.18	NaN
K02987	NaN	NaN	320612	220809	196010	65831	1241.1	3034.037	NaN
K02980	NaN	NaN	NaN	NaN	530317	37153	295.488	890.231	NaN
K02981	NaN	NaN	215282	225676	184700	51134	1961.434	1870.617	NaN
K02983	NaN	NaN	NaN	6749	22820	23428	650.832	644.408	NaN
K02989	NaN	NaN	708904	484829	118036	54973	1085.168	1013.878	NaN
K02959	29550.86	13199	NaN	NaN	NaN	NaN	40.087	125.866	6225.248
K02993	NaN	NaN	322189	355727	149704	68127	1993.613	NaN	NaN
K02992	20417.8	9558	NaN	NaN	NaN	NaN	NaN	23.173	1925.417
K02991	NaN	NaN	134391	221441	99551	13742	1451.035	1708.668	NaN
K02990	13860.74	9865	NaN	NaN	NaN	NaN	4.442	69.209	436.268
K02997	NaN	NaN	261028	246506	114038	11532	799.56	2286.803	NaN
K02996	8851.91	6082	NaN	NaN	NaN	NaN	137.432	60.765	2986.927
K02995	NaN	NaN	394211	283086	108908	61583	3780.322	3922.871	NaN
K02998	NaN	NaN	384164	283039	325003	70666	998.669	NaN	NaN
K02968	9652.35	8014	NaN	NaN	NaN	NaN	71.411	NaN	3892.007
K02969	NaN	NaN	126759	106197	100375	38287	724.914	2744.087	NaN
K02966	NaN	NaN	168311	220088	110636	33731	1142.173	2266.038	NaN
K02964	NaN	NaN	566935	479974	155364	62234	1088.553	3927.434	NaN
K02962	NaN	NaN	265650	305989	99234	47852	1193.559	4005.092	NaN
K02963	9413.13	6896	NaN	NaN	NaN	NaN	NaN	38.219	1934.797
K02960	NaN	NaN	143398	138699	90216	34931	796.3	2450.766	NaN
K02961	NaN	4495	NaN	NaN	NaN	NaN	78.882	60.53	455.198
K02979	NaN	NaN	369224	148007	71319	44642	5332.118	2249.381	NaN
K02975	NaN	NaN	126046	137313	29417	21468	761.749	2304.749	NaN
K02974	NaN	NaN	544565	384196	115156	38795	1987.873	1937.133	NaN
K02977	NaN	NaN	85671	15002	146159	23244	3472.738	1880.624	NaN
K02976	NaN	NaN	187023	149226	29348	35018	1091.471	1023.864	NaN
K02971	NaN	NaN	161030	235019	122954	72867	171.977	2849.805	NaN
K02970	9386.08	10313	NaN	NaN	NaN	NaN	NaN	127.608	343.073
K02973	NaN	NaN	57404	74631	70185	49131	1491.587	6798.252	NaN
K02978	NaN	NaN	NaN	NaN	220743	58669	813.194	1143.816	NaN
K02948	23941.87	4689	NaN	NaN	NaN	NaN	NaN	14.476	2657.019
K02949	NaN	NaN	133706	94286	230191	58328	701.026	NaN	NaN
K02940	NaN	NaN	127203	119190	62631	25279	2268.352	2271.255	NaN
K02941	NaN	NaN	206521	212483	187547	60501	2043.191	2214.992	NaN
K02942	NaN	NaN	654084	721569	19554	34985	12751.101	5296.946	NaN
K02943	NaN	NaN	484025	624979	345778	178613	8676.841	NaN	NaN
K02945	20651.77	6983	NaN	NaN	NaN	NaN	36.034	NaN	1311.544
K02946	17655.98	9338	NaN	NaN	NaN	NaN	65.734	28.975	3009.241
K02947	NaN	NaN	164562	112875	656808	45462	452.84	1781.438	NaN
K02900	NaN	NaN	153887	161977	159814	36685	1591.352	2438.844	NaN
K02957	NaN	NaN	334127	249330	112270	43892	868.463	1675.903	NaN
K02956	12562.91	7787	NaN	NaN	NaN	NaN	NaN	82.71	1581.995
K02955	NaN	NaN	173035	142424	148689	51758	1902.991	3151.916	NaN
K02954	3612.08	4418	NaN	NaN	NaN	NaN	0.865	10.796	6054.118
K02953	NaN	NaN	159677	160934	145065	42491	1299.093	1968.614	NaN
K02952	27437.39	9555	NaN	NaN	NaN	454	56.109	NaN	2081.711
K02951	NaN	NaN	140539	215263	365507	76068	3244.321	NaN	NaN
K02950	NaN	2697	NaN	NaN	NaN	NaN	NaN	31.278	2053.764
K02958	NaN	NaN	393827	362412	109009	34596	1167.322	2224.136	NaN
K02982	17407.9	8441	NaN	NaN	NaN	NaN	NaN	NaN	3495.994
K02986	18021.27	7860	NaN	NaN	NaN	NaN	NaN	NaN	2237.077
K02994	6095.37	4649	NaN	NaN	NaN	NaN	NaN	NaN	1047.6
K02965	12179.99	7063	NaN	NaN	NaN	NaN	49.435	NaN	3047.346
K02972	NaN	5282	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02909	1951	3012	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02914	NaN	10643	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02932	NaN	NaN	250125	273826	330820	56168	953.482	NaN	NaN
sce_YHR193C	NaN	NaN	70319	112752	NaN	NaN	NaN	NaN	NaN
K03231	NaN	NaN	1181716	779521	1132923	6121	2632.787	1060.061	NaN
eco_b0953	NaN	3466	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02358	87672.53	39226	3200	8869	40100	18315	725.667	613.257	10225.595
K01527	NaN	NaN	19908	53201	166420	41980	NaN	NaN	NaN
K03263	NaN	NaN	254037	153622	295637	75627	599.984	1593.939	NaN
K03254	NaN	NaN	NaN	NaN	24447	7037	189.534	435.379	NaN
K03252	NaN	NaN	NaN	NaN	38907	6705	191.996	310.321	NaN
K03250	NaN	NaN	NaN	NaN	32269	8320	127.895	213.534	NaN
K03258	NaN	NaN	9321	1068	62968	15703	NaN	228.389	NaN
K02519	1979.33	1095	NaN	NaN	NaN	NaN	7.911	NaN	675.898
K02520	5488.52	2279	NaN	NaN	NaN	NaN	NaN	NaN	647.827
K03232	NaN	NaN	318239	288236	119081	74468	NaN	1502.259	NaN
K03233	NaN	NaN	177969	131319	NaN	NaN	NaN	1294.699	NaN
K03234	NaN	NaN	321782	247195	152631	51682	1953.287	2159.089	NaN
K03235	NaN	NaN	165531	70744	259296	65094	NaN	NaN	NaN
K02357	15094.06	6046	NaN	NaN	NaN	NaN	NaN	NaN	5256.343
K02355	24623.18	8036	NaN	8831	NaN	NaN	80.424	NaN	2038.516
K03265	NaN	NaN	NaN	NaN	14777	12109	105.812	265.412	NaN
K02835	NaN	0.0017	NaN	NaN	NaN	NaN	5.342	NaN	59.609
K02838	4237.62	3026	NaN	NaN	NaN	NaN	236.31	NaN	1794.785
K02518	NaN	1945	NaN	NaN	NaN	NaN	NaN	NaN	319.088
K02356	2392.12	2483	NaN	NaN	NaN	NaN	NaN	NaN	294.439
K02836	1523.96	0.0017	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02837	NaN	201	NaN	NaN	NaN	NaN	NaN	NaN	NaN
eco_b4155	NaN	0.0017	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01890	1593.51	436	25593	17734	49348	15200	50.346	113.095	500.187
K04567	2126.53	1749	33241	36213	65765	13502	395.128	228.024	102.743
K01866	1742.06	602	28548	5043	54576	10815	100.982	232.451	211.042
K01867	1305.5	922	NaN	NaN	13317	5671	75.965	258.798	293.269
K01868	822.19	724	32721	24417	43260	18433	295.377	364.719	248.799
K01869	1138.73	1262	13204	23387	38656	10892	112.458	157.619	473.546
K01870	789.49	1088	24365	7674	32825	17495	80.161	158.743	67.677
K01873	1119.34	474	23500	32680	31772	10896	95.886	144.106	93.017
K01872	1650.27	1012	9470	20415	16607	13371	102.246	426.704	48.735
K01875	1074.38	1360	68466	58367	54146	13210	174.856	363.619	310.661
K01874	1070.76	709	6720	4741	35563	10807	62.098	279.972	244.885
K01876	1675.34	1241	47855	8962	34974	15790	141.09	619.744	496.435
K02434	NaN	NaN	NaN	NaN	371	NaN	25.299	7.119	554.765
K02435	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.626	508.211
K02433	NaN	NaN	NaN	NaN	NaN	NaN	6.992	15.679	344.985
eco_b0144	NaN	0.0017	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01880	NaN	NaN	37428	21626	30069	11192	109.338	231.789	NaN
K01881	3361.71	1668	23210	2565	87864	32933	201.621	15.381	407.03
K01883	NaN	283	NaN	NaN	11370	3062	74.326	110.297	90.336
K01885	2538.9	1149	30603	28988	23405	14235	172.074	4.179	739.849
K01886	1158.08	873	3333	682	15450	8120	15.2	103.249	NaN
K01887	567.96	383	13475	NaN	31017	12532	46.037	103.553	35.98
K01889	2019.67	472	6615	NaN	41221	12850	91.68	129.211	257.356
K01893	4388.18	1710	32905	32646	65652	13848	353.883	444.453	108.685
K01892	412.21	716	3823	10540	21358	10461	18.234	NaN	NaN
K09698	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01878	4168.93	1048	NaN	NaN	NaN	NaN	NaN	NaN	69.608
K01879	1560.93	1376	NaN	NaN	NaN	NaN	NaN	NaN	131.606
K14164	NaN	NaN	NaN	NaN	NaN	NaN	6.792	NaN	NaN
K03341	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.836	NaN
K00604	NaN	295	1522	NaN	NaN	NaN	1.124	NaN	11.208
K14301	NaN	NaN	NaN	NaN	2355	1700	7.213	43.238	NaN
K14300	NaN	NaN	NaN	NaN	1577	358	8.994	34.553	NaN
K14302	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12.179	NaN
K14305	NaN	NaN	NaN	NaN	NaN	NaN	NaN	36.452	NaN
K14304	NaN	NaN	NaN	NaN	4533	2158	5.75	46.237	NaN
K14307	NaN	NaN	NaN	NaN	2511	7575	6.939	23.556	NaN
K14306	NaN	NaN	NaN	NaN	39465	16842	9.59	199.259	NaN
K14309	NaN	NaN	1220	2899	3406	376	16.107	43.754	NaN
K14308	NaN	NaN	NaN	NaN	NaN	NaN	10.566	36.02	NaN
K12875	NaN	NaN	NaN	NaN	NaN	NaN	110.396	122.875	NaN
K12877	NaN	NaN	NaN	NaN	1260	2688	147.879	61.388	NaN
K12879	NaN	NaN	1513	1433	1042	1387	3.019	34.464	NaN
K12878	NaN	NaN	NaN	NaN	1742	1752	13.574	50.469	NaN
K03240	NaN	NaN	NaN	5337	9744	4216	63.609	19.76	NaN
K03241	NaN	NaN	NaN	NaN	12280	2217	147.24	52.563	NaN
K03242	NaN	NaN	2456	NaN	43752	12981	81.426	NaN	NaN
K03243	NaN	NaN	NaN	NaN	16055	4777	163.462	156.751	NaN
K03245	NaN	NaN	NaN	NaN	2320	4652	508.747	524.518	NaN
K03246	NaN	NaN	6163	NaN	54518	22768	285.946	1011.786	NaN
K03247	NaN	NaN	NaN	NaN	47412	8058	184.103	410.271	NaN
K03248	NaN	NaN	NaN	NaN	21487	11834	93.066	329.185	NaN
K03249	NaN	NaN	NaN	NaN	38310	14789	68.191	213.961	NaN
K14289	NaN	NaN	2316	NaN	1666	577	13.251	11.877	NaN
K14322	NaN	NaN	NaN	NaN	NaN	NaN	NaN	61.56	NaN
K14321	NaN	NaN	NaN	NaN	NaN	NaN	5.594	19.078	NaN
K14320	NaN	NaN	NaN	NaN	NaN	NaN	21.74	14.542	NaN
K14327	NaN	NaN	233	NaN	1249	NaN	22.652	8.887	NaN
K14325	NaN	NaN	NaN	NaN	NaN	NaN	60.427	110.251	NaN
K14324	NaN	NaN	NaN	NaN	2133	NaN	28.269	7.4	NaN
K03259	NaN	NaN	NaN	NaN	16892	13157	132.955	624.035	NaN
K03257	NaN	NaN	105410	23836	154934	53577	613.276	1440.97	NaN
K03253	NaN	NaN	NaN	NaN	49906	13495	256.416	309.576	NaN
K03251	NaN	NaN	NaN	NaN	30733	9148	197.828	307.052	NaN
K05019	NaN	NaN	NaN	NaN	2140	4335	180.258	141.146	NaN
K14004	NaN	NaN	NaN	NaN	49137	32756	108.567	201.472	NaN
K13114	NaN	NaN	NaN	NaN	NaN	NaN	75.101	33.438	NaN
K12880	NaN	NaN	NaN	NaN	871	NaN	4.05	21.188	NaN
K12881	NaN	NaN	NaN	1182	27893	28228	415.28	590.368	NaN
K12882	NaN	NaN	NaN	NaN	7150	2275	28.459	66.167	NaN
K12883	NaN	NaN	NaN	NaN	874	3484	90.561	36.407	NaN
K13129	NaN	NaN	NaN	NaN	NaN	NaN	NaN	48.131	NaN
K03239	NaN	NaN	NaN	NaN	8305	1512	13.599	20.579	NaN
K03237	NaN	NaN	NaN	NaN	48460	15951	213.706	769.65	NaN
K03236	NaN	NaN	NaN	NaN	10326	10050	300.279	331.214	NaN
K15516	NaN	NaN	NaN	NaN	NaN	NaN	NaN	261.384	NaN
K13137	NaN	NaN	NaN	NaN	NaN	NaN	45.053	41.129	NaN
K13130	NaN	NaN	NaN	NaN	NaN	NaN	0.602	6.708	NaN
K03754	NaN	NaN	NaN	NaN	11364	3652	57.244	49.588	NaN
K03680	NaN	NaN	NaN	NaN	9530	3691	13.458	85.954	NaN
K03113	NaN	0.0017	17843	3317	18530	29730	33.92	1476.422	NaN
K07205	NaN	NaN	NaN	NaN	NaN	NaN	NaN	180.486	NaN
K13151	NaN	NaN	NaN	NaN	NaN	NaN	12.494	8.74	NaN
K14298	NaN	NaN	NaN	NaN	25820	18213	32.443	83.994	NaN
K14299	NaN	NaN	NaN	NaN	4151	4539	0.72	70.366	NaN
K14297	NaN	NaN	NaN	NaN	5456	4456	77.327	37.932	NaN
K14295	NaN	NaN	NaN	NaN	NaN	NaN	NaN	163.179	NaN
K14293	NaN	NaN	NaN	NaN	14378	4384	31.012	97.394	NaN
K05749	NaN	NaN	NaN	NaN	NaN	NaN	4.598	53.95	NaN
K13171	NaN	NaN	NaN	NaN	593	1795	83.731	18.437	NaN
K13176	NaN	NaN	NaN	NaN	937	4416	4.949	20.702	NaN
K13175	NaN	NaN	NaN	NaN	NaN	NaN	11.557	44.911	NaN
K13174	NaN	NaN	NaN	NaN	NaN	NaN	7.308	10.484	NaN
K14292	NaN	NaN	NaN	NaN	863	NaN	0.184	NaN	NaN
K14312	NaN	NaN	NaN	NaN	9673	5090	25.092	28.891	NaN
K14313	NaN	NaN	NaN	NaN	NaN	NaN	42.578	38.368	NaN
K14310	NaN	NaN	2541	3847	2380	880	9.48	31.72	NaN
K14316	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.233	NaN
K14314	NaN	NaN	NaN	NaN	NaN	NaN	6.592	37.28	NaN
K14315	NaN	NaN	NaN	NaN	7182	691	NaN	6.148	NaN
K14318	NaN	NaN	NaN	NaN	5292	1407	3.815	55.243	NaN
K14319	NaN	NaN	NaN	NaN	13246	4836	124.908	131.652	NaN
K00974	NaN	33	NaN	452	622	2225	NaN	10.641	NaN
K13025	NaN	NaN	NaN	NaN	8114	6262	106.469	145.912	NaN
K03262	NaN	NaN	NaN	1627	8475	3086	37.961	168.95	NaN
K03260	NaN	NaN	447	252	25067	6643	131.404	217.82	NaN
K14523	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K14530	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00784	NaN	0.0017	3079	NaN	3477	1580	11.684	43.698	NaN
K07936	NaN	NaN	34197	40211	145831	35513	1462.183	1699.614	NaN
K14288	NaN	NaN	NaN	NaN	1438	913	0.528	NaN	NaN
K14291	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.568	NaN
K02516	NaN	NaN	NaN	NaN	10501	6599	11.292	25.65	NaN
K14294	NaN	NaN	NaN	NaN	NaN	NaN	5.973	82.159	NaN
K09291	NaN	NaN	2365	170	4012	1207	52.761	221.268	NaN
K14296	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K14303	NaN	NaN	NaN	NaN	1377	NaN	3.231	36.526	NaN
K14311	NaN	NaN	383	430	2175	2556	NaN	NaN	NaN
K14317	NaN	NaN	NaN	NaN	NaN	NaN	NaN	32.955	NaN
K12172	NaN	NaN	NaN	NaN	NaN	NaN	NaN	199.038	NaN
K10577	NaN	NaN	NaN	NaN	4770	7968	18.599	269.988	NaN
K12160	NaN	NaN	NaN	NaN	29295	27901	2844.912	1115.863	NaN
K13131	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.216	NaN
K13132	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K13133	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K14283	NaN	NaN	NaN	NaN	NaN	NaN	NaN	55.514	NaN
K14323	NaN	NaN	NaN	NaN	NaN	NaN	NaN	15.672	NaN
K14284	NaN	NaN	NaN	NaN	1462	1263	NaN	53.506	NaN
K14285	NaN	NaN	NaN	NaN	NaN	4729	16.166	52.788	NaN
K14326	NaN	NaN	9898	NaN	3388	NaN	15.764	30.695	NaN
K14328	NaN	NaN	NaN	NaN	NaN	NaN	31.826	32.116	NaN
K15541	NaN	NaN	NaN	NaN	957	971	NaN	NaN	NaN
K15542	NaN	NaN	NaN	NaN	487	NaN	2.121	20.728	NaN
K15543	NaN	NaN	570	NaN	NaN	NaN	NaN	NaN	NaN
K15544	NaN	NaN	NaN	NaN	1534	2250	NaN	103.626	NaN
K06100	NaN	NaN	NaN	NaN	982	2482	18.961	19.803	NaN
K13917	NaN	NaN	NaN	NaN	NaN	NaN	3.837	9.618	NaN
K06965	NaN	NaN	NaN	NaN	3128	NaN	0.711	9.851	NaN
K14398	NaN	NaN	NaN	NaN	NaN	NaN	10.356	176.416	NaN
K14399	NaN	NaN	NaN	NaN	3724	3319	3.773	9.1	NaN
K14396	NaN	NaN	NaN	NaN	5830	7307	162.127	312.789	NaN
K14397	NaN	NaN	NaN	NaN	NaN	NaN	4.85	134.602	NaN
K11583	NaN	NaN	NaN	NaN	NaN	NaN	35.236	NaN	NaN
K11584	NaN	NaN	NaN	NaN	3683	1316	12.934	95.021	NaN
K06269	NaN	NaN	NaN	NaN	36383	13953	74.417	428.071	NaN
K14376	NaN	NaN	2138	5152	4078	3823	3.445	73.937	NaN
K14409	NaN	NaN	NaN	NaN	NaN	NaN	2.878	NaN	NaN
K14406	NaN	NaN	NaN	NaN	NaN	NaN	0.502	33.895	NaN
K14407	NaN	NaN	NaN	NaN	4802	2595	10.692	153.654	NaN
K14404	NaN	NaN	NaN	NaN	NaN	9120	7.06	32.675	NaN
K14405	NaN	NaN	NaN	NaN	5544	NaN	NaN	31.114	NaN
K14402	NaN	NaN	NaN	312	2726	4467	5.887	38.199	NaN
K14403	NaN	NaN	NaN	NaN	2418	283	14.05	25.811	NaN
K14400	NaN	NaN	NaN	NaN	2677	1583	2.44	NaN	NaN
K14401	NaN	NaN	NaN	7884	1796	1033	16.189	21.15	NaN
K00565	NaN	NaN	NaN	NaN	3405	559	16.713	12.22	NaN
K14408	NaN	NaN	NaN	NaN	4878	3189	0.351	NaN	NaN
K14962	NaN	NaN	NaN	NaN	1834	3079	20.612	104.207	NaN
K14416	NaN	NaN	NaN	NaN	NaN	NaN	2.23	48.059	NaN
K14411	NaN	NaN	NaN	NaN	4887	5338	114.346	775.826	NaN
K03267	NaN	NaN	4558	5225	27913	8936	82.809	278.06	NaN
K08873	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.787	NaN
K11125	NaN	NaN	NaN	NaN	NaN	NaN	NaN	20.993	NaN
K11124	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.291	NaN
K04382	NaN	NaN	NaN	NaN	27000	15746	111.327	306.983	NaN
K03456	NaN	NaN	NaN	NaN	17486	12351	184.137	354.71	NaN
K04354	NaN	NaN	NaN	NaN	8636	4958	79.045	110.149	NaN
K14543	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K14547	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K14546	NaN	NaN	NaN	1712	5578	6964	113.613	82.72	NaN
K14545	NaN	NaN	NaN	NaN	733	NaN	58.644	14.207	NaN
K14544	NaN	NaN	NaN	NaN	5082	849	3.223	23.233	NaN
K07178	NaN	NaN	1869	NaN	647	NaN	3.2	7.793	NaN
K07179	NaN	NaN	NaN	NaN	8475	4460	1.199	9.719	NaN
K14549	NaN	NaN	NaN	NaN	3317	3193	5.975	26.57	NaN
K14548	NaN	NaN	NaN	NaN	2920	667	8.565	16.078	NaN
K12845	NaN	NaN	68864	70852	101274	29347	231.226	1191.373	NaN
K14538	NaN	NaN	NaN	1944	14100	1406	49.058	75.902	NaN
K14528	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K14525	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.778	NaN
K14521	NaN	NaN	NaN	NaN	7563	5475	21.425	69.842	NaN
K14522	NaN	NaN	NaN	NaN	752	NaN	NaN	NaN	NaN
K03097	NaN	NaN	NaN	4920	25538	10757	26.937	275.941	NaN
K13288	NaN	NaN	NaN	NaN	1867	1091	3.038	70.698	NaN
K07562	NaN	NaN	NaN	NaN	4982	1358	54.496	50.903	NaN
K06943	NaN	NaN	1778	NaN	9236	5628	71.418	46.302	NaN
K03115	NaN	NaN	NaN	NaN	3869	4300	9.779	175.928	NaN
K11128	NaN	NaN	NaN	NaN	24777	26611	144.213	242.726	NaN
K11129	NaN	NaN	3343	NaN	17970	21059	384.925	100.948	NaN
K12619	NaN	NaN	NaN	NaN	2186	4427	30.332	76.489	NaN
K14539	NaN	NaN	763	628	9153	4535	175.045	38.965	NaN
K14536	NaN	NaN	NaN	NaN	2882	2532	18.409	17.326	NaN
K14537	NaN	NaN	NaN	NaN	2090	292	54.137	55.539	NaN
K14535	NaN	NaN	NaN	NaN	6218	2861	0.647	NaN	NaN
K11131	NaN	NaN	NaN	4968	46675	22779	341.335	270.507	NaN
K11130	NaN	NaN	NaN	NaN	13028	7019	46.094	508.776	NaN
K14526	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K14524	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K14290	NaN	NaN	570	1456	10775	5961	21.676	118.882	NaN
K11108	NaN	NaN	NaN	NaN	11881	5221	0.824	16.446	NaN
K14558	NaN	NaN	2024	571	6196	3683	55.838	33.386	NaN
K14559	NaN	NaN	NaN	NaN	4192	1895	53.904	41.021	NaN
K14553	NaN	NaN	36654	9916	8410	4272	18.258	32.894	NaN
K14572	NaN	NaN	2205	2528	1388	1926	3.51	NaN	NaN
K14573	NaN	NaN	389	NaN	1338	1408	30.908	18.443	NaN
K14570	NaN	NaN	NaN	NaN	3333	1981	16.412	28.35	NaN
K14571	NaN	NaN	NaN	NaN	2666	418	4.307	207.681	NaN
K14574	NaN	NaN	NaN	NaN	13301	1631	26.977	62.397	NaN
K14575	NaN	NaN	NaN	NaN	2533	615	NaN	7.933	NaN
K01164	NaN	NaN	332	NaN	993	NaN	0.067	15.226	NaN
K14561	NaN	NaN	NaN	NaN	4725	1845	6.089	71.868	NaN
K14560	NaN	NaN	NaN	NaN	5256	3432	4.489	NaN	NaN
K14563	NaN	NaN	NaN	NaN	73567	37070	248.551	793.546	NaN
K14565	NaN	NaN	NaN	NaN	19673	15886	205.043	342.66	NaN
K14564	NaN	NaN	NaN	NaN	20982	19629	339.177	326.685	NaN
K14567	NaN	NaN	NaN	8438	1612	562	4.993	27.35	NaN
K14566	NaN	NaN	NaN	NaN	NaN	2199	2.395	17.476	NaN
K14569	NaN	NaN	NaN	NaN	1283	1462	9.662	12.232	NaN
K14568	NaN	NaN	NaN	NaN	9532	5613	53.641	26.638	NaN
